Employee_ID,First_Name,Last_Name,Gender,Department,Location,Hire_Date,Exit_Date,Status,Salary,Engagement_Score,Performance_Rating,Tenure_Years,Risk_Score
130300,Dawn,Ingram,Male,HR,USA,2024-09-30,,Active,866321,3.22,5,1.37,0.36
130301,Michael,Gibbs,Female,IT,Germany,2024-10-28,,Active,1474179,3.65,2,1.29,0.27
130302,Carolyn,Cox,Female,IT,India,2024-03-03,,Active,1134281,2.3,2,1.95,0.54
130303,Amy,Young,Female,Marketing,UK,2024-11-02,,Active,1492192,3.23,5,1.28,0.35
130304,Christine,Terry,Male,Operations,USA,2024-10-17,,Active,473632,2.36,2,1.32,0.53
130305,Ashley,Merritt,Female,Marketing,Singapore,2024-04-10,,Active,878118,3.71,4,1.84,0.26
130306,Alejandro,Lewis,Male,IT,UK,2024-11-29,,Active,1826472,3.94,5,1.21,0.21
130307,Hannah,Chen,Female,Finance,UK,2024-09-02,,Active,651796,3.2,1,1.45,0.36
130308,Todd,Nguyen,Male,Operations,UK,2024-06-28,,Active,794820,3.23,5,1.63,0.35
130309,Sarah,Young,Male,HR,UK,2024-09-01,,Active,1031391,4.12,5,1.45,0.18
130310,Sean,Perry,Female,HR,UK,2024-09-29,,Active,1033115,4.04,3,1.37,0.19
130311,Megan,Hall,Male,Sales,Singapore,2024-02-08,2024-10-04,Terminated,992951,4.01,4,2.01,0.2
130312,Michael,Clements,Male,Marketing,Germany,2024-04-01,,Active,882788,4.83,4,1.87,0.03
130313,Ana,Hall,Male,Sales,Germany,2024-11-10,,Active,1470410,3.67,5,1.26,0.27
130314,Patricia,Hurley,Female,IT,Germany,2024-03-11,,Active,1263610,4.45,4,1.93,0.11
130315,Kim,Davis,Male,IT,India,2024-03-05,2024-07-24,Terminated,1405915,2.43,1,1.94,0.51
130316,Katelyn,Spencer,Male,Sales,India,2024-06-27,2025-05-08,Terminated,1347998,3.59,5,1.63,0.28
130317,Kristina,Lewis,Male,Sales,India,2024-04-04,,Active,1021241,2.5,1,1.86,0.5
130318,Brandy,Williams,Male,IT,Singapore,2024-06-04,,Active,1852740,4.11,4,1.69,0.18
130319,Jesus,Bean,Female,Sales,India,2024-12-21,,Active,712980,2.74,2,1.15,0.45
130320,Michael,Mosley,Female,IT,UK,2024-08-06,2026-02-15,Resigned,598513,2.37,2,1.52,0.53
130321,Jacob,Ingram,Male,Operations,Singapore,2024-09-04,,Active,961464,4.2,3,1.44,0.16
130322,Jeremy,Little,Male,Operations,USA,2024-10-15,,Active,858035,2.73,1,1.33,0.45
130323,Kelly,Martinez,Male,HR,UK,2024-03-02,,Active,466255,2.63,1,1.95,0.47
130324,Glenn,Miller,Male,Marketing,USA,2024-01-16,,Active,1023171,4.24,4,2.08,0.15
130325,Lori,Hernandez,Female,HR,Singapore,2024-09-10,,Active,1125376,3.37,5,1.42,0.33
130326,Joseph,Woods,Female,Sales,Singapore,2024-12-28,,Active,1246474,4.2,4,1.13,0.16
130327,Diane,Simpson,Female,Operations,Singapore,2024-02-12,,Active,783777,3.31,1,2.0,0.34
130328,Vernon,Kelley,Male,Operations,India,2024-08-18,2026-12-20,Resigned,914856,2.29,1,1.49,0.54
130329,Marilyn,Roberts,Male,Finance,Germany,2024-03-12,,Active,1355641,3.64,3,1.92,0.27
130330,Emily,Silva,Male,Sales,Germany,2024-10-21,,Active,969922,4.29,5,1.31,0.14
130331,Lisa,Cooper,Male,Finance,India,2024-04-26,,Active,1577385,4.14,5,1.8,0.17
130332,Brenda,Burnett,Male,HR,UK,2024-08-11,,Active,531765,4.64,4,1.51,0.07
130333,Chris,Johnson,Male,Sales,Singapore,2024-11-15,,Active,1320576,3.88,3,1.24,0.22
130334,Patricia,Chapman,Male,Marketing,India,2024-10-13,,Active,955871,2.7,2,1.33,0.46
130335,Kyle,Soto,Female,Sales,India,2024-11-30,,Active,1320163,2.1,1,1.2,0.58
130336,Darlene,Wright,Female,Finance,Singapore,2024-06-02,,Active,677460,3.63,2,1.7,0.27
130337,Tasha,Ray,Male,HR,Germany,2024-11-11,,Active,1362119,5.0,5,1.25,0.0
130338,Kristie,Perry,Male,Marketing,Singapore,2024-01-08,,Active,360523,3.23,1,2.1,0.35
130339,Brady,Anderson,Male,Marketing,India,2024-06-12,,Active,935498,3.46,3,1.67,0.31
130340,Derek,Flores,Female,Operations,Singapore,2024-07-20,,Active,926950,3.37,3,1.57,0.33
130341,Tiffany,Jackson,Male,Operations,Germany,2024-06-02,,Active,990359,3.99,3,1.7,0.2
130342,Joshua,Rodriguez,Female,Operations,Singapore,2024-10-16,,Active,687905,3.53,2,1.33,0.29
130343,Melissa,Martin,Female,Marketing,UK,2024-09-02,,Active,888388,3.01,5,1.45,0.4
130344,Joseph,Carr,Female,Sales,UK,2024-05-30,2025-07-01,Resigned,1817978,3.84,4,1.71,0.23
130345,Brittany,Ward,Female,Sales,USA,2024-07-07,,Active,629768,2.26,1,1.6,0.55
130346,Justin,Jackson,Female,Sales,Germany,2024-01-25,,Active,1306918,3.59,5,2.05,0.28
130347,Kim,Dudley,Male,Sales,Germany,2024-05-24,,Active,621356,4.49,4,1.72,0.1
130348,Jennifer,Gonzalez,Female,Finance,Germany,2024-03-10,,Active,1589929,3.94,4,1.93,0.21
130349,Alexandra,Faulkner,Male,Marketing,UK,2024-12-15,2027-04-20,Resigned,370188,2.05,2,1.16,0.59
130350,Monica,Jordan,Female,HR,Singapore,2024-01-08,,Active,1022072,3.84,4,2.1,0.23
130351,Sandra,Cooke,Female,IT,Singapore,2024-09-05,,Active,1074020,3.29,4,1.44,0.34
130352,Christopher,Tyler,Male,HR,Germany,2024-09-25,,Active,845721,2.08,2,1.38,0.58
130353,Caleb,Jefferson,Male,IT,India,2024-02-11,,Active,945502,4.58,5,2.01,0.08
130354,Sarah,George,Female,Finance,Singapore,2024-08-23,,Active,895677,3.89,1,1.47,0.22
130355,Paul,Nguyen,Female,HR,Germany,2024-03-04,,Active,1018649,3.45,2,1.95,0.31
130356,Lisa,Glover,Male,Operations,UK,2024-01-16,,Active,699911,3.73,4,2.08,0.25
130357,Ann,Hall,Female,HR,USA,2024-05-24,,Active,961369,3.49,1,1.72,0.3
130358,Julie,Jones,Female,IT,USA,2024-03-20,,Active,951436,3.88,5,1.9,0.22
130359,Eduardo,Davenport,Male,Sales,India,2024-09-02,,Active,705612,4.21,3,1.45,0.16
130360,Matthew,Hunter,Female,Operations,Singapore,2024-09-18,2025-10-09,Terminated,732845,2.75,1,1.4,0.45
130361,Anita,Baker,Female,Sales,UK,2024-12-23,,Active,1132743,3.43,3,1.14,0.31
130362,Leslie,White,Female,HR,Singapore,2024-12-04,,Active,594963,3.29,3,1.19,0.34
130363,Brian,Valdez,Male,Operations,UK,2024-12-27,,Active,356720,2.41,1,1.13,0.52
130364,Joshua,Gray,Male,Sales,UK,2024-02-04,,Active,1172394,2.02,1,2.02,0.6
130365,Carrie,Roberson,Female,Sales,Germany,2024-08-30,,Active,1123043,3.07,2,1.45,0.39
130366,Richard,Morgan,Male,Operations,USA,2024-10-18,,Active,345449,2.29,2,1.32,0.54
130367,Willie,Garcia,Female,IT,USA,2024-05-07,,Active,1774185,3.91,5,1.77,0.22
130368,Peter,Taylor,Female,HR,India,2024-10-17,,Active,593628,4.66,4,1.32,0.07
130369,Michael,Cochran,Female,HR,USA,2024-10-14,,Active,397841,2.54,2,1.33,0.49
130370,Katherine,Ramsey,Male,Finance,UK,2024-04-09,,Active,1253960,4.57,5,1.85,0.09
130371,Katherine,Nielsen,Male,IT,Singapore,2024-01-08,,Active,608191,2.09,1,2.1,0.58
130372,Dale,Hobbs,Female,Marketing,Germany,2024-02-13,,Active,1073777,3.81,3,2.0,0.24
130373,Ashley,Donaldson,Female,Operations,Germany,2024-08-08,,Active,1226479,4.83,4,1.52,0.03
130374,Michelle,Gonzalez,Female,Sales,India,2024-10-31,,Active,1288790,3.33,3,1.28,0.33
130375,Cassandra,Martinez,Female,Finance,Singapore,2024-11-09,,Active,857114,3.73,3,1.26,0.25
130376,Gwendolyn,Garcia,Female,IT,India,2024-05-08,,Active,1224375,4.01,5,1.77,0.2
130377,Victoria,Thomas,Male,Marketing,India,2024-07-27,2025-06-14,Terminated,480057,3.21,5,1.55,0.36
130378,Ronald,Payne,Male,Finance,India,2024-09-04,,Active,848508,3.15,3,1.44,0.37
130379,Keith,Orozco,Female,HR,USA,2024-10-09,,Active,765406,2.79,2,1.35,0.44
130380,Melissa,Johnston,Female,HR,UK,2024-11-27,,Active,562044,2.38,2,1.21,0.52
130381,Alexander,Mendez,Male,Sales,Singapore,2024-07-06,,Active,836645,4.0,5,1.61,0.2
130382,Antonio,Conrad,Male,HR,Singapore,2024-05-15,,Active,695692,3.75,4,1.75,0.25
130383,Sarah,Roy,Female,HR,Germany,2024-07-01,,Active,853071,4.23,4,1.62,0.15
130384,Angela,Young,Female,Marketing,Singapore,2024-03-13,,Active,839734,2.74,1,1.92,0.45
130385,Ray,Johnson,Male,Finance,Singapore,2024-08-24,,Active,1141078,4.87,5,1.47,0.03
130386,Mark,Arnold,Female,IT,USA,2024-02-16,,Active,940572,2.83,3,1.99,0.43
130387,Brenda,Clark,Female,HR,UK,2024-02-20,,Active,371500,2.17,2,1.98,0.57
130388,Matthew,Washington,Female,Sales,India,2024-02-01,,Active,616295,3.93,5,2.03,0.21
130389,Jackson,Allen,Male,HR,Germany,2024-01-13,2024-09-17,Terminated,564825,3.46,2,2.08,0.31
130390,Sarah,Kelly,Male,Operations,USA,2024-09-23,2025-04-27,Terminated,585586,4.55,5,1.39,0.09
130391,Corey,Bernard,Female,Finance,Germany,2024-08-30,,Active,1083778,3.49,2,1.45,0.3
130392,William,Smith,Female,IT,Singapore,2024-12-08,,Active,1368195,3.55,4,1.18,0.29
130393,Nancy,Lane,Male,Operations,Singapore,2024-06-04,,Active,888879,3.44,2,1.69,0.31
130394,Melissa,Orozco,Male,Finance,UK,2024-04-27,,Active,461741,3.48,1,1.8,0.3
130395,Isaac,Brown,Male,Marketing,Singapore,2024-10-21,,Active,775959,4.84,4,1.31,0.03
130396,Patricia,Patel,Male,HR,Singapore,2024-04-25,,Active,985639,2.03,2,1.8,0.59
130397,Nicole,Williamson,Female,Operations,Germany,2024-12-22,,Active,377655,3.13,1,1.14,0.37
130398,Kristin,Maynard,Female,IT,Singapore,2024-06-28,,Active,1467222,4.21,4,1.63,0.16
130399,Garrett,May,Male,Sales,India,2024-10-16,,Active,715698,2.94,2,1.33,0.41
130400,Andrew,Sandoval,Female,Finance,Germany,2024-12-01,,Active,869718,3.05,2,1.2,0.39
130401,Stephanie,Reynolds,Male,IT,India,2024-12-14,,Active,2007329,3.49,4,1.16,0.3
130402,Joseph,Higgins,Female,Finance,India,2024-10-24,,Active,649879,3.37,5,1.3,0.33
130403,Bryan,Leonard,Male,Operations,USA,2024-08-20,,Active,518331,3.27,3,1.48,0.35
130404,Melinda,Garcia,Female,Sales,USA,2024-07-03,,Active,1656453,3.2,4,1.61,0.36
130405,Cynthia,Watts,Male,Operations,Germany,2024-04-16,2025-10-27,Resigned,629859,2.72,1,1.83,0.46
130406,Amanda,Malone,Female,HR,India,2024-04-12,,Active,763792,4.32,4,1.84,0.14
130407,Ashley,Gilmore,Female,Finance,India,2024-06-19,,Active,1045587,3.18,1,1.65,0.36
130408,Laurie,Alvarez,Female,HR,Singapore,2024-09-21,,Active,1063317,2.17,1,1.39,0.57
130409,Brian,Jones,Male,Marketing,UK,2024-12-04,,Active,566806,3.04,5,1.19,0.39
130410,Kevin,Hawkins,Female,Marketing,USA,2024-08-20,,Active,655352,2.07,1,1.48,0.59
130411,William,Gomez,Male,Marketing,UK,2024-12-29,,Active,1363720,4.64,5,1.12,0.07
130412,Bradley,Rowe,Male,Finance,USA,2024-05-17,,Active,1190841,4.98,4,1.74,0.0
130413,Noah,Baldwin,Female,Finance,India,2024-12-09,,Active,1187625,3.53,5,1.18,0.29
130414,Frank,Allen,Male,HR,USA,2024-10-28,,Active,661724,3.39,3,1.29,0.32
130415,Andrea,Johnson,Male,HR,Germany,2024-12-21,,Active,1024848,2.55,1,1.15,0.49
130416,Richard,Owens,Male,IT,UK,2024-08-17,,Active,704701,2.71,1,1.49,0.46
130417,Margaret,Henderson,Female,Finance,Singapore,2024-01-25,,Active,1096631,4.73,4,2.05,0.05
130418,Tony,Cummings,Female,Operations,Germany,2024-01-13,,Active,483717,3.69,1,2.08,0.26
130419,Jack,Cook,Female,HR,India,2024-06-06,,Active,1168033,4.0,3,1.69,0.2
130420,Stephanie,Harris,Female,Finance,USA,2024-12-29,,Active,1716749,3.29,4,1.12,0.34
130421,Todd,Graves,Male,Finance,India,2024-08-20,,Active,594464,2.77,2,1.48,0.45
130422,Richard,Munoz,Male,Sales,USA,2024-10-13,,Active,616562,3.19,2,1.33,0.36
130423,Cindy,Copeland,Male,Sales,UK,2024-02-28,,Active,546219,2.36,2,1.96,0.53
130424,Joshua,Simpson,Female,Operations,Germany,2024-09-27,2026-11-24,Resigned,683163,4.05,5,1.38,0.19
130425,Angela,Peterson,Male,Operations,India,2024-11-20,,Active,470906,4.48,4,1.23,0.1
130426,Brian,Daniel,Female,IT,Singapore,2024-08-21,,Active,1694982,3.81,5,1.48,0.24
130427,Anthony,Harper,Female,IT,UK,2024-08-04,,Active,1014512,4.26,3,1.53,0.15
130428,Lisa,Knight,Female,Marketing,India,2024-04-01,,Active,1161846,3.55,2,1.87,0.29
130429,Aaron,Ward,Male,Marketing,India,2024-06-01,,Active,1052651,3.07,4,1.7,0.39
130430,Ricky,Jefferson,Male,Operations,USA,2024-08-30,,Active,590674,3.36,5,1.45,0.33
130431,Nicholas,Jackson,Male,HR,UK,2024-01-18,,Active,601758,2.22,2,2.07,0.56
130432,John,Watts,Female,Marketing,USA,2024-09-24,,Active,1041400,2.87,3,1.39,0.43
130433,Wendy,Miller,Female,Marketing,USA,2024-05-07,,Active,1404584,3.1,5,1.77,0.38
130434,Thomas,Townsend,Male,HR,UK,2024-06-27,,Active,1215343,3.51,5,1.63,0.3
130435,Michael,Morrow,Male,Operations,Germany,2024-11-19,,Active,843099,3.17,4,1.23,0.37
130436,Jacob,Prince,Male,HR,Singapore,2024-06-23,,Active,667529,3.79,1,1.64,0.24
130437,Gregory,Hancock,Male,HR,Germany,2024-10-13,,Active,607617,3.15,4,1.33,0.37
130438,Tracey,Baldwin,Female,IT,UK,2024-10-23,2026-06-28,Terminated,763901,4.35,4,1.31,0.13
130439,Joseph,Miller,Female,IT,UK,2024-03-20,,Active,1546457,2.21,2,1.9,0.56
130440,Brett,Clark,Female,HR,Germany,2024-10-10,,Active,949346,3.14,2,1.34,0.37
130441,James,Stevens,Female,Marketing,Singapore,2024-06-20,,Active,930640,3.03,4,1.65,0.39
130442,Kirsten,Morrison,Male,Finance,India,2024-01-20,,Active,1373172,3.27,3,2.07,0.35
130443,Richard,Ward,Male,IT,India,2024-07-01,,Active,819830,3.32,3,1.62,0.34
130444,Paul,Smith,Female,IT,India,2024-04-17,,Active,655817,3.01,1,1.82,0.4
130445,Carolyn,Murphy,Female,IT,UK,2024-03-16,,Active,1102185,2.83,3,1.91,0.43
130446,Tina,Holder,Male,Operations,UK,2024-07-21,2024-11-22,Terminated,500894,4.13,3,1.56,0.17
130447,Brian,Miller,Male,Finance,Singapore,2024-03-03,,Active,1434103,4.05,3,1.95,0.19
130448,Gabrielle,Lewis,Female,Operations,Germany,2024-06-27,,Active,1047896,3.41,3,1.63,0.32
130449,Lisa,Nguyen,Male,Operations,USA,2024-05-11,,Active,694467,4.51,5,1.76,0.1
130450,Samuel,Johnson,Female,Finance,India,2024-10-29,,Active,1518802,3.86,4,1.29,0.23
130451,Ian,Ward,Male,Operations,India,2024-07-25,,Active,487059,2.46,2,1.55,0.51
130452,Erica,Lopez,Female,Marketing,India,2024-09-11,,Active,562582,4.17,4,1.42,0.17
130453,Steven,Riley,Female,Marketing,UK,2024-12-23,,Active,665361,3.1,2,1.14,0.38
130454,Tiffany,Rasmussen,Female,Sales,India,2024-04-13,2025-07-18,Resigned,716757,3.28,3,1.84,0.34
130455,Justin,Adams,Female,HR,USA,2024-11-01,,Active,490563,4.47,4,1.28,0.11
130456,Lori,Stanley,Male,Finance,UK,2024-07-28,,Active,1196918,3.3,5,1.55,0.34
130457,David,White,Female,Sales,India,2024-08-18,,Active,607611,3.61,3,1.49,0.28
130458,Juan,Edwards,Female,HR,Singapore,2024-07-11,,Active,545005,3.58,3,1.59,0.28
130459,Shannon,Cook,Male,Marketing,USA,2024-09-30,,Active,1458447,4.81,5,1.37,0.04
130460,Samuel,Wood,Male,IT,UK,2024-02-10,,Active,1002108,3.98,2,2.01,0.2
130461,Terri,Ware,Female,IT,UK,2024-06-08,,Active,1224791,2.13,2,1.68,0.57
130462,Angela,Johnson,Male,Sales,USA,2024-01-27,,Active,1162251,3.49,3,2.05,0.3
130463,Christina,Taylor,Male,IT,India,2024-12-06,2026-02-17,Resigned,1261853,3.69,4,1.19,0.26
130464,Julie,Wilson,Male,Marketing,USA,2024-05-31,,Active,737155,2.7,1,1.7,0.46
130465,Todd,Wolfe,Male,Operations,Singapore,2024-03-27,,Active,359837,3.93,3,1.88,0.21
130466,Jeremy,Martin,Female,Operations,USA,2024-09-04,,Active,874363,2.79,2,1.44,0.44
130467,Charles,Smith,Female,Finance,UK,2024-05-06,,Active,1565103,3.51,4,1.77,0.3
130468,Amy,Pacheco,Female,Finance,Singapore,2024-01-08,,Active,1209990,3.37,4,2.1,0.33
130469,Michelle,Fox,Female,Finance,Singapore,2024-09-14,,Active,1261999,3.86,5,1.41,0.23
130470,Stuart,Carter,Male,HR,USA,2024-12-10,,Active,990936,3.8,3,1.18,0.24
130471,Jeffrey,Chapman,Female,Sales,USA,2024-10-16,,Active,1135953,4.77,4,1.33,0.05
130472,Tara,Beck,Female,Sales,India,2024-01-22,2025-11-23,Resigned,904959,3.2,4,2.06,0.36
130473,Ashley,Williams,Male,Finance,USA,2024-02-26,,Active,459841,3.12,1,1.96,0.38
130474,Lisa,Ellis,Male,Sales,Germany,2024-07-25,,Active,1520749,4.83,4,1.55,0.03
130475,Lisa,Arroyo,Female,IT,Singapore,2024-08-26,,Active,2037457,4.83,5,1.47,0.03
130476,Jenny,Rich,Female,IT,Germany,2024-01-26,,Active,819319,4.56,4,2.05,0.09
130477,Alyssa,Powers,Female,HR,USA,2024-02-11,,Active,738902,3.87,1,2.01,0.23
130478,Tiffany,Phillips,Male,Sales,Germany,2024-07-06,,Active,1197443,3.56,3,1.61,0.29
130479,Frank,Lang,Male,Marketing,USA,2024-09-20,,Active,609480,2.13,2,1.4,0.57
130480,Gregory,Bailey,Male,Marketing,UK,2024-04-11,,Active,1535903,3.77,4,1.84,0.25
130481,Philip,Miller,Female,Operations,Germany,2024-01-17,,Active,499630,4.88,5,2.07,0.02
130482,Michael,Williams,Male,Sales,Germany,2024-09-21,,Active,920778,3.37,5,1.39,0.33
130483,Karen,Lane,Female,Marketing,UK,2024-05-18,,Active,522523,3.45,2,1.74,0.31
130484,Kim,Anderson,Male,Finance,Germany,2024-09-16,,Active,824564,3.27,5,1.41,0.35
130485,Robert,Gutierrez,Male,Finance,USA,2024-04-21,,Active,1226715,3.5,1,1.81,0.3
130486,Tonya,Davis,Male,Finance,Singapore,2024-08-07,,Active,810366,2.14,2,1.52,0.57
130487,Sarah,Hansen,Male,Marketing,India,2024-03-26,2026-05-15,Terminated,1218777,2.14,1,1.88,0.57
130488,Travis,Young,Female,Operations,Singapore,2024-03-07,,Active,986723,2.66,1,1.94,0.47
130489,Adam,Morton,Female,Operations,UK,2024-04-18,2026-07-09,Terminated,1086065,4.68,4,1.82,0.06
130490,Tyler,Thomas,Female,IT,Singapore,2024-02-17,,Active,707932,2.07,2,1.99,0.59
130491,Lisa,Mendez,Female,HR,UK,2024-09-19,,Active,467607,2.78,1,1.4,0.44
130492,Mark,Jones,Female,Marketing,USA,2024-05-16,,Active,699559,2.4,2,1.75,0.52
130493,Rachel,Jackson,Female,HR,UK,2024-11-15,,Active,750741,2.24,2,1.24,0.55
130494,Michael,Taylor,Male,Finance,USA,2024-06-16,,Active,1041450,4.26,5,1.66,0.15
130495,James,Rivera,Male,HR,India,2024-09-19,,Active,980738,3.74,5,1.4,0.25
130496,Matthew,Villa,Male,Finance,Germany,2024-08-26,,Active,737369,4.92,4,1.47,0.02
130497,Brian,Aguilar,Male,Finance,India,2024-04-28,,Active,1075793,3.92,2,1.79,0.22
130498,Aaron,Thomas,Male,Sales,Germany,2024-01-18,,Active,587659,3.38,2,2.07,0.32
130499,Joseph,Cortez,Male,Operations,India,2024-01-13,,Active,1035185,4.57,4,2.08,0.09
130500,Bruce,Sanchez,Female,HR,Singapore,2024-01-14,,Active,814475,3.73,2,2.08,0.25
130501,Annette,Chandler,Female,Operations,Singapore,2024-08-29,,Active,525843,4.59,5,1.46,0.08
130502,Benjamin,Patton,Male,Sales,USA,2024-08-20,,Active,1084322,3.58,2,1.48,0.28
130503,Katherine,Gomez,Male,IT,UK,2024-09-03,,Active,1501890,3.23,3,1.44,0.35
130504,John,King,Female,HR,India,2024-03-13,,Active,1349707,4.77,5,1.92,0.05
130505,Lisa,Pennington,Female,Finance,Singapore,2024-09-21,,Active,1259363,2.37,2,1.39,0.53
130506,Michael,Hunter,Female,Marketing,USA,2024-07-13,,Active,875867,2.96,2,1.59,0.41
130507,Austin,Wright,Female,Sales,UK,2024-11-26,,Active,703419,3.51,5,1.21,0.3
130508,David,Foster,Male,Operations,USA,2024-02-14,,Active,797896,3.16,1,2.0,0.37
130509,Micheal,Jones,Male,Operations,India,2024-04-14,,Active,352306,2.36,1,1.83,0.53
130510,Annette,Anthony,Female,HR,UK,2024-09-25,,Active,1018278,3.58,5,1.38,0.28
130511,Zachary,Lyons,Female,Operations,UK,2024-01-01,,Active,605632,3.53,1,2.12,0.29
130512,Lori,Wilkerson,Female,Marketing,USA,2024-09-18,,Active,1367036,4.42,4,1.4,0.12
130513,Olivia,West,Female,Operations,USA,2024-02-06,,Active,1114413,3.2,4,2.02,0.36
130514,Sharon,Anderson,Male,Finance,USA,2024-10-27,,Active,684816,3.78,5,1.3,0.24
130515,Jonathan,Valdez,Female,Marketing,India,2024-07-28,,Active,867488,4.52,5,1.55,0.1
130516,David,Duncan,Male,Marketing,Germany,2024-07-02,,Active,1366240,4.01,3,1.62,0.2
130517,Anna,Ramos,Male,Operations,Germany,2024-09-18,,Active,810081,3.71,1,1.4,0.26
130518,Grant,Randall,Female,Operations,USA,2024-03-16,,Active,443866,3.74,5,1.91,0.25
130519,Sandra,Little,Male,Sales,Germany,2024-04-09,,Active,1332566,2.92,1,1.85,0.42
130520,Candice,Escobar,Female,Finance,Singapore,2024-02-04,,Active,700435,4.81,4,2.02,0.04
130521,Cristina,Pope,Male,HR,India,2024-07-10,,Active,1064289,4.51,5,1.59,0.1
130522,Jennifer,Hayes,Female,Operations,Germany,2024-04-27,,Active,335391,2.4,2,1.8,0.52
130523,Charles,Chavez,Male,Marketing,Germany,2024-08-19,,Active,1223039,3.85,2,1.48,0.23
130524,Brittany,Patel,Female,IT,India,2024-12-25,,Active,1856972,3.9,5,1.13,0.22
130525,Carolyn,Davis,Male,Operations,Singapore,2024-02-20,2026-04-10,Resigned,482597,3.97,5,1.98,0.21
130526,Tara,Smith,Female,IT,USA,2024-01-02,,Active,1028490,3.77,4,2.12,0.25
130527,Carolyn,Thomas,Male,HR,UK,2024-06-24,,Active,589570,4.35,3,1.64,0.13
130528,Linda,Fleming,Female,Sales,Singapore,2024-02-10,2024-12-08,Terminated,669930,2.53,2,2.01,0.49
130529,David,Henderson,Male,Sales,UK,2024-05-03,,Active,1000219,4.14,5,1.78,0.17
130530,Christine,Gray,Male,IT,UK,2024-05-20,,Active,1269409,3.49,2,1.73,0.3
130531,Cynthia,Dickerson,Female,HR,USA,2024-09-10,,Active,652483,2.85,3,1.42,0.43
130532,Victoria,Williams,Male,Operations,Germany,2024-07-04,,Active,631713,2.7,1,1.61,0.46
130533,Erica,Rodriguez,Female,IT,UK,2024-02-04,,Active,998078,3.07,5,2.02,0.39
130534,Cassidy,Woodard,Male,IT,Singapore,2024-06-20,,Active,1466605,4.35,4,1.65,0.13
130535,Mary,Bell,Male,Sales,Germany,2024-10-22,,Active,733078,3.05,3,1.31,0.39
130536,Jeffrey,Meyer,Male,IT,Germany,2024-07-31,,Active,1535166,3.72,1,1.54,0.26
130537,John,Jefferson,Male,Operations,Singapore,2024-04-08,,Active,933391,4.97,5,1.85,0.01
130538,Angela,Perez,Male,Finance,Germany,2024-09-05,,Active,1509892,4.06,5,1.44,0.19
130539,Michael,Hunt,Male,Sales,UK,2024-10-04,,Active,1081981,3.29,2,1.36,0.34
130540,Scott,Rodriguez,Female,Operations,Germany,2024-05-14,,Active,726984,3.6,1,1.75,0.28
130541,Alan,Reynolds,Male,Finance,Singapore,2024-09-17,,Active,466209,3.99,1,1.41,0.2
130542,Cheryl,Roberson,Female,Finance,India,2024-04-29,,Active,1431505,4.86,5,1.79,0.03
130543,Kathy,Sexton,Male,Marketing,UK,2024-08-22,,Active,1105943,4.9,4,1.48,0.02
130544,Zachary,Hammond,Female,Operations,Germany,2024-02-09,,Active,421063,3.69,1,2.01,0.26
130545,Peter,Roberson,Female,Sales,Singapore,2024-11-01,,Active,1169846,3.85,2,1.28,0.23
130546,Evelyn,Park,Male,IT,Singapore,2024-11-30,,Active,2036255,4.63,5,1.2,0.07
130547,David,Mccarty,Male,Operations,India,2024-12-06,,Active,954787,3.17,1,1.19,0.37
130548,Erica,Bryant,Male,Sales,Singapore,2024-03-13,,Active,1191921,4.11,3,1.92,0.18
130549,Richard,Tran,Male,Operations,UK,2024-08-03,,Active,502854,4.88,4,1.53,0.02
130550,Chelsea,Gray,Female,Finance,India,2024-08-17,,Active,961524,2.25,1,1.49,0.55
130551,Charles,Lewis,Female,HR,Singapore,2024-11-25,,Active,598917,4.7,4,1.22,0.06
130552,Andrea,Fitzpatrick,Male,Finance,Singapore,2024-06-08,,Active,1384746,4.59,4,1.68,0.08
130553,Derek,Moore,Male,Operations,USA,2024-03-05,,Active,933003,3.64,1,1.94,0.27
130554,Joseph,Christensen,Male,Sales,Germany,2024-08-26,,Active,1280077,3.68,1,1.47,0.26
130555,Yvonne,Franco,Female,IT,UK,2024-03-08,,Active,1815632,4.18,4,1.93,0.16
130556,Christopher,Johnson,Male,Operations,USA,2024-05-27,,Active,798504,3.65,4,1.72,0.27
130557,Timothy,Hunter,Male,HR,UK,2024-06-23,,Active,874284,4.65,4,1.64,0.07
130558,Thomas,Carlson,Male,HR,Germany,2024-11-18,,Active,830609,3.8,5,1.24,0.24
130559,Yolanda,Wood,Female,HR,India,2024-07-18,,Active,527419,3.81,1,1.57,0.24
130560,Brenda,Rogers,Female,Finance,Germany,2024-06-19,,Active,1191900,3.55,3,1.65,0.29
130561,Brian,Fisher,Male,Finance,India,2024-05-09,,Active,1392236,4.25,4,1.76,0.15
130562,Gregory,Hendricks,Male,Sales,Singapore,2024-12-13,,Active,1118420,2.94,2,1.17,0.41
130563,Karen,Shea,Male,IT,UK,2024-02-12,,Active,1146735,2.01,1,2.0,0.6
130564,Wayne,Austin,Female,Operations,USA,2024-12-01,,Active,1101208,4.17,5,1.2,0.17
130565,Joel,Sanchez,Female,IT,India,2024-12-20,,Active,829962,3.64,1,1.15,0.27
130566,Carolyn,Conner,Male,IT,USA,2024-01-05,,Active,993017,3.7,1,2.11,0.26
130567,Lisa,Murphy,Male,Marketing,USA,2024-10-28,,Active,1213362,3.2,5,1.29,0.36
130568,Donald,Rowe,Female,Marketing,Singapore,2024-02-23,,Active,1557210,4.32,5,1.97,0.14
